addressid,addressline1,addressline2,city,stateprovinceid,postalcode,spatiallocation,rowguid,modifieddate
14598,1301 Northstar Drive,,Oak Bay,7,V8P,\xe6100000010c45a7194c9836484075c62131d8ca5ec0,b613e841-6f7c-4456-9bd4-e17f1f4a93b3,2014-04-27 00:00:00
14599,6314 Minute Dr.,,Hobart,71,7001,\xe6100000010c4bde421ce46c45c06e25de918d696240,bd685d75-7ac1-42b9-88a4-13ea68affe41,2013-08-23 00:00:00
14600,2288 Gingham Way,,Milwaukie,58,97222,\xe6100000010cfa0b3b354abc4640200d23f6f2a05ec0,b4f70fc3-25fd-41df-94d1-1977c2bf2f03,2013-11-05 00:00:00
14601,"6166, rue Lamarck",,Chatou,164,78400,\xe6100000010c86160ffa1d6d4840635f2871f03e0140,e9e44330-76c0-4fd9-8615-5b1a666486c8,2013-12-21 10:09:29.423
14602,2539 Artnell Ct,,Warrnambool,77,3280,\xe6100000010c7f43862c970143c01810148b7ecd6140,fce05ca3-e8f3-4454-92ef-3583338469b4,2013-01-06 00:00:00
14603,5238 MountainAire Parkway,,Concord,9,94519,\xe6100000010c758f76dff603434054fe73152e775ec0,9dd25a8f-3ddb-482d-ba63-cf4f8edbfb4e,2013-11-15 00:00:00
14604,3824 White Dr,,Glendale,9,91203,\xe6100000010cca1724841c1a41408c8fc55207945dc0,0537cf2e-b4b4-4e29-b477-7d9ffa7f03c0,2013-07-18 00:00:00
14605,AttachÃÂ© de Presse,,Suresnes,178,92150,\xe6100000010c5e3a6b1f9c6b48402d56122b43bc0140,f32784c4-e90d-436a-8e1e-6705ae7e465f,2013-12-21 10:09:29.423
14606,"5757, avenue de lÃÂ´ Union Centrale",,Roissy en Brie,163,77680,\xe6100000010c0141d63f5861484052513dec12490540,889f7335-f9ab-4c8e-a12e-6ab797dd33df,2013-12-21 10:09:29.423
14607,Auf Der Steige 77,,Paderborn,53,33098,\xe6100000010ce28739a988e149407cb1e59f91812140,28e8854a-5bfd-44ee-b302-5b73dbe40ee1,2013-05-10 00:00:00
14608,9016 Clear,,North Sydney,50,2055,\xe6100000010cd7582140c2ee40c07a42b2edc4e16240,6c041dec-25d2-42b2-b468-44745b01947d,2012-07-19 00:00:00
14609,8523 Magic Dr,,Port Orchard,79,98366,\xe6100000010c21e0e66824c447401043579124b05ec0,6bf9076d-3353-4d25-9010-05c8259d3d8b,2014-01-27 00:00:00
14610,6387 Tanager Road,,Newcastle upon Tyne,14,NT20,\xe6100000010ceb1b61e6bb874b406a6e25d738ccf9bf,53369823-f9b4-46de-8bfc-c32c12aad596,2013-07-16 00:00:00
14611,2756 Sinclair Avenue,,Concord,9,94519,\xe6100000010c5a1ef9399df84240c939d4dfb9885ec0,83861bd6-dd92-4e33-9c02-66788d15f376,2013-12-23 00:00:00
14612,7415 Chaparral Court,,Sedro Woolley,79,98284,\xe6100000010c182ef92ee3424840d8cd2c9419815ec0,a4192f23-52ee-47c3-83a8-5aed3386616a,2013-05-08 00:00:00
14613,WolfgangstraÃÅ¸e 62,,Saarlouis,70,66740,\xe6100000010c71f83149a69f48401c51a98e66f81a40,83799ff7-1ea4-4cd2-9cd2-a82483c92816,2014-04-16 00:00:00
14614,1887 Mt. Diablo St,,Perth,66,6006,\xe6100000010c6766aef0f3e83fc0200d14073bf25c40,9b800610-8c5a-4dec-bfd0-f665a0282ac0,2012-02-13 00:00:00
14615,4044 Pine Creek Way,,Woolston,14,WA1 4SY,\xe6100000010c6884b16b6dad4a408fc980a6fb2804c0,f7a48374-04da-4520-8c6a-51b56a5828b2,2013-02-27 00:00:00
14616,4037 San View Way,,Sooke,7,V0,\xe6100000010c42c11dc5b22a484004ca1d0942e95ec0,be15b695-f09a-4e9d-89de-cf2eb9c7b956,2013-10-19 00:00:00
14617,8950 Scenic Avenue,,Woodburn,58,97071,\xe6100000010cbc76b425d79a464052052c487bb95ec0,24d5b57f-3a93-4db4-aa98-7df9f20ae62d,2014-05-14 00:00:00
14618,1464 Lincoln Dr.,,Burbank,9,91502,\xe6100000010c3dec59153a1d4140b61fc8f8129d5dc0,3217cf32-6693-42af-ae99-d21cde780da8,2013-07-16 00:00:00
14619,8483 Arizona Drive,,Burbank,9,91502,\xe6100000010c3bb856b765134140c566205694945dc0,63b566a5-3409-449d-9c13-91a188decc63,2012-11-22 00:00:00
14620,Lieblingsweg 245,,Frankfurt am Main,70,60075,\xe6100000010c00000000000000000000000000000000,1bc3cd7f-bca0-4028-a430-e09e77fc57f7,2014-04-02 00:00:00
14621,3337 Pinehurst Court,,Lieusaint,163,77127,\xe6100000010c759d37598e57484066971c2f086c0440,aad34245-daae-42f8-88fa-f3e2ae6f1d31,2013-12-21 10:09:29.423
14622,5329 Notre Dame Ave,,Burlingame,9,94010,\xe6100000010cca832019a3cc424065174c3108a35ec0,43cd5938-7bab-4eba-95c3-3968893a656c,2013-09-15 00:00:00
14623,6299 Balance Ct.,,Bury,14,PE17,\xe6100000010ceaa3fea367d44a40d11e8ba86c6202c0,dc9e3c41-9325-4ecc-97a8-b7b617c318a9,2013-01-11 00:00:00
14624,6093 Olivera Road,,Port Macquarie,50,2444,\xe6100000010cc7abd7bc51573fc0756fbf02351b6340,725534e5-e8b5-4f6a-83e3-b15f38680304,2012-05-19 00:00:00
14625,1515 Palm Dr,,Palo Alto,9,94303,\xe6100000010c24b3ee8cb1b44240db5686a5a1915ec0,704fdfbf-26f1-4004-a0ad-1676078ed9cc,2013-08-26 00:00:00
14626,4211 Eastgate Avenue,,Newport Beach,9,92625,\xe6100000010c44c8a21962ca4040fa05e47e07795dc0,3d24c20a-baa7-4e62-b264-12120391924d,2013-10-30 00:00:00
14627,2542 Pinecrest Court,,Bury,14,PE17,\xe6100000010c485a3f95afc64a4007d3a633e86a02c0,be8c5ef1-81a2-4d7c-8578-4b4894800312,2014-04-16 00:00:00
14628,8426 Kendall Rd.,,Rhodes,50,2138,\xe6100000010ccd8bb93310e740c04762d3dc72de6240,a0c6dab4-95c9-4172-8bd1-b7a08c753831,2013-11-06 00:00:00
14629,5492 Dartmouth Way,,Olympia,79,98501,\xe6100000010c9bf569667f844740e5838a7a88ae5ec0,638a2256-ff5b-486b-9dc6-c1f77bc8bc15,2013-10-21 00:00:00
14630,6733 North Star Dr,,Chula Vista,9,91910,\xe6100000010c8a21f0fd494c4040667754e45e405dc0,10a1bcb5-3621-4fd0-8a8c-2c908f76f42a,2013-07-08 00:00:00
14631,"5, avenue de Villiers",,Saint Ouen,127,41100,\xe6100000010c95374f759bec4740e5ae1e4a5163f13f,4d9d1c03-be1b-4f86-ace1-3570471309c6,2013-12-21 10:09:29.423
14632,"395, avenue de lÃÂ´ Union Centrale",,Paris,161,75005,\xe6100000010c8e351969567248401a2fcafbfdd40240,598378fd-e1d1-4621-8d28-72dc204a28a3,2013-12-21 10:09:29.423
14633,4892 St. Andrews Drive,,Berkeley,9,94704,\xe6100000010cf0ff7ef12aeb42405c8e9cd14f935ec0,d7cbf5ce-6e7b-4eed-8a30-febd542bf568,2014-03-11 00:00:00
14634,Celler Weg 30,,Darmstadt,19,64283,\xe6100000010cc3e74be053f14840c7624ce2164b2140,b2a161ad-9a1f-473c-8dbc-1a028b1d1f96,2014-01-22 00:00:00
14635,9297 Mauna Kea Court,,Sunbury,77,3429,\xe6100000010c7aac23c961c142c0282195b50c1a6240,0c0aa67a-6efc-4c91-a8c9-655235d277c4,2013-05-26 00:00:00
14636,Nonnendamm 123,,MÃÂ¼nchen,20,80074,\xe6100000010c00000000000000000000000000000000,c232ca06-504d-468d-99ad-7b6e3c8bb2b4,2013-04-20 00:00:00
14637,5665 Las Lomas Way,,Torrance,9,90505,\xe6100000010c943f7febb1e44040e2e824c6ee915dc0,3d250344-cd5a-4e85-8a02-d74a30441959,2013-11-20 00:00:00
14638,7669 Springfield Drive,,Woodland Hills,9,91364,\xe6100000010c7b5fde7d59154140a13b0b3659a35dc0,4a779654-e24b-4ef2-94b0-8fa51434a909,2012-04-11 00:00:00
14639,"96, rue Royale",,Edmonds,79,98020,\xe6100000010ca2f03a1e42e847400fb88db3bd985ec0,8c2ef3bf-cba1-442c-beae-2d7e71b2d00d,2014-05-16 00:00:00
14640,1627 Ashford Court,,Kirkby,14,KB9,\xe6100000010c0e4c6c0d6bb84a40d25d87dca91607c0,a59a8df1-aead-4761-a0a0-f251d5ab4b05,2013-09-03 00:00:00
14641,Alderstr 8739,Buchhaltung,Berlin,20,14111,\xe6100000010c00000000000000000000000000000000,1e90ca67-6853-436c-93d2-a34c773548a5,2013-11-27 00:00:00
14642,"652, rue de Berri",,Roubaix,145,59100,\xe6100000010c2db5edfee35f49405fbcd4db56710940,2ae7dabc-4a9f-4c92-9d64-6555b58a1c27,2013-12-21 10:09:29.423
14643,4672 Euclid Ave,,Kirkland,79,98033,\xe6100000010c5dc4dd8637d44740d127be4ad4935ec0,cfd395fe-bf38-42bc-89b9-43c653c8bccf,2014-05-08 00:00:00
14644,2495 Rachele Road,,Langford,7,V9,\xe6100000010cdbd2dce10d3a484079c2d51a7fde5ec0,d696f7b3-feda-47cf-9c10-f307d527e3c1,2012-03-12 00:00:00
14645,2282 Near Dr,,Santa Monica,9,90401,\xe6100000010ce44f604fd1004140915632e6f7a45dc0,e00f4a3d-840c-4259-a5e2-e604bc272bac,2014-05-20 00:00:00
14646,359 Pleasant Hill Rd,,San Gabriel,9,91776,\xe6100000010c94ef12537b0e414052b897f0c77e5dc0,9889a2ec-6d49-4196-84c0-996a4dd562f6,2013-07-04 00:00:00
14647,617 LindenTree Dr,,Coronado,9,92118,\xe6100000010c5fcfb614ca514040a757176e2c405dc0,a09360cb-cb9b-4add-b9cb-4f8aa31ff8b4,2013-10-02 00:00:00
14648,400 Matterhorn Court,,Palo Alto,9,94303,\xe6100000010ce70046eb11b4424024cd9edd5f845ec0,10507337-dfe2-47c9-ab78-664ea029a240,2013-11-08 00:00:00
14649,1387 Dias Circle,,Port Orchard,79,98366,\xe6100000010c5d9a175d93c64740a5502e6fa6aa5ec0,3e89fd82-df2b-4df6-8bb1-5eabe69d54a7,2014-05-19 00:00:00
14650,1681 Lighthouse Way,,Downey,9,90241,\xe6100000010cfffddb4467f94040f56ebcd3b6845dc0,5fa8e5e5-109a-4b00-99bd-8dc8ffa28b22,2014-04-24 00:00:00
14651,4261 Roseann Drive,,Berkshire,14,RG11 5TP,\xe6100000010c00000000000000000000000000000000,3bf1ff04-381f-4da7-935b-7fd978d354eb,2013-09-25 00:00:00
14652,4404 Mildred Avenue,,Sunbury,77,3429,\xe6100000010c6c0b5f2d97c842c0f542bf69f4146240,076055f3-ffb8-4001-8620-e801623618a8,2012-02-16 00:00:00
14653,2923 Napa St,,Newton,7,V2M1N7,\xe6100000010c2525d9e228fe4a4050e5102166a55ec0,90cf40ee-2a8b-4081-b478-7b04f258bff7,2014-05-15 00:00:00
14654,6127 Lilly Lane,,Lincoln Acres,9,91950,\xe6100000010c8a559524ee544040b7dcb3a5db455dc0,fc9d4081-4d79-4f8b-a5c2-49c69649a8d1,2013-10-21 00:00:00
14655,7622 Mayette Avenue,,Lincoln Acres,9,91950,\xe6100000010c5ab997fe9e5b4040ca4baf63da4b5dc0,1cdfb6ed-af06-4ddc-82c8-edae4febf319,2011-08-15 00:00:00
14656,1490 Marina Pkwy.,,Matraville,50,2036,\xe6100000010ce48e003bfc0041c05bff25765dee6240,c27a0ebd-4395-499a-b973-9cebe7c82df7,2012-08-12 00:00:00
14657,3737 Bellord Ct,,Shawnee,7,V9B 2C3,\xe6100000010cf006089ae0384840439df92d7ee85ec0,46996a74-13b5-4963-89c6-6dc19cbd406e,2012-06-02 00:00:00
14658,5486 Maria Vega Court,,Townsville,64,4810,\xe6100000010c81b3567b083633c045e6aba67c5e6240,cb647aae-c524-443c-beb4-9a0897346948,2011-09-28 00:00:00
14659,"52, rue de Berri",,Saint Ouen,127,41100,\xe6100000010c2c10f19ac5ea4740e3f568ef505ff13f,ef539900-bb20-4876-91b7-fbfa0629bb0d,2013-12-21 10:09:29.423
14660,1855 Rio Blanco Drive,,Grossmont,9,91941,\xe6100000010c0b72e9f6466340401a6f4eb3883f5dc0,401b2632-1287-49b1-abfc-db99713e044b,2014-03-07 00:00:00
14661,6513 Beauer Lane,,Portland,58,97205,\xe6100000010c1e08465e8dc046402df4f86ef09f5ec0,1ddc8c68-f6ec-425d-97fc-3091eef89f24,2014-03-26 00:00:00
14662,3136 Pinewood Court,,Burlingame,9,94010,\xe6100000010c5704d728cac84240724a1fb01d9f5ec0,1d59eee5-14fe-469f-b056-00e6c9451be5,2014-04-03 00:00:00
14663,8049 Jefferson Street,,Wollongong,50,2500,\xe6100000010c1f3daf90683341c0a9ac7976b8de6240,64710dd4-430a-4f88-905a-9e6bdc7e0cc7,2013-11-15 00:00:00
14664,6912 Hamilton Avenue,,Malabar,50,2036,\xe6100000010c7c06f51498f940c0a7420135faea6240,7df4f421-eeec-46d3-994f-1165f815d65b,2013-07-15 00:00:00
14665,7581 Whiteaben Drive,,Cliffside,7,V8Y 1L1,\xe6100000010cb1b3a1679242484081f27dd0c0de5ec0,37a12fe7-1b06-4eba-bbd0-aa7e3c3c3f3f,2012-11-27 00:00:00
14666,Alderweg 7849,,Berlin,70,14197,\xe6100000010cd11f915047454a40fb44545df2982a40,3bc8a652-8026-4153-a6e2-df9946b07140,2014-02-06 00:00:00
14667,2749 Greenbush Drive,,Beverly Hills,9,90210,\xe6100000010c778017364311414083a4253d15935dc0,0568efaa-85d6-4385-a43b-547f925224f4,2014-04-29 00:00:00
14668,1807 Trafalgar Circle,,Wokingham,14,RG41 1QW,\xe6100000010c987da5496cb9494082fcbe1d8f25ebbf,787c099e-756e-425f-a47d-b6d623494466,2013-01-16 00:00:00
14669,Moritzstr 44,,Sulzbach Taunus,70,66272,\xe6100000010c00000000000000000000000000000000,4439352b-8578-4049-91b6-0bc797bcad2f,2012-07-12 00:00:00
14670,3369 Houston Ct.,,Lane Cove,50,1597,\xe6100000010c3f08cd8c08ed40c0724e3bfe4ce86240,c72bc7a7-2db5-420d-a14e-4a8c2ff12c9e,2014-05-08 00:00:00
14671,2536 El Capitan Lane,,Langford,7,V9,\xe6100000010cd36cd595b6354840e706b9ba02d55ec0,ffcd97c9-1e46-49e9-88be-e660f720f8ea,2014-04-07 00:00:00
14672,613 Glen Wood Drive,,Shawnee,7,V9B 2C3,\xe6100000010c224e0b0e1e3a48402b93e7277ad95ec0,d453becd-670a-48d2-b442-b7bf21352838,2013-07-03 00:00:00
14673,KrÃÂ¶nerweg 6666,,Salzgitter,19,38231,\xe6100000010c00000000000000000000000000000000,85395142-e266-4da3-b156-3c6625375e40,2012-06-08 00:00:00
14674,"7, rue de la Centenaire",,Metz,143,57000,\xe6100000010cf38fc6c754904840fad98abfd4c31840,ac152aa3-3710-40f7-8c1f-cae2628b6391,2013-12-21 10:09:29.423
14675,3309 Clay Way,,Spring Valley,9,91977,\xe6100000010c31c3b0c88261404089238af6c3475dc0,a60c7eeb-25fb-4791-9bc3-2131497898d0,2012-04-29 00:00:00
14676,1641 Overhill Rd,,Walla Walla,79,99362,\xe6100000010ca9c9cc6b2414474013ba5d174b8f5dc0,2db2473d-f377-487f-8382-37652fa44b81,2012-05-09 00:00:00
14677,4591 Camino Peral,,Santa Cruz,9,95062,\xe6100000010c8854eb72f976424084b8dd0c2e7d5ec0,3158b2b1-3505-4a17-9953-185dbcdce432,2014-04-19 00:00:00
14678,3177 Dover Way,,Port Orchard,79,98366,\xe6100000010c359a913de2bf47400174a0a9869c5ec0,de935f38-a634-40f3-9f89-9a84b3e59fb8,2013-07-27 00:00:00
14679,AttachÃÂ© de Presse,,Cergy,181,95000,\xe6100000010cc551c4052c8b48407e888aaa28810040,f77a60de-8245-43cb-93de-e08920ea7ed8,2013-12-21 10:09:29.423
14680,6381 Cardinal,,Issaquah,79,98027,\xe6100000010c7f822203f3c947400dfa634460835ec0,55513b89-b833-4a11-b3b2-6d6bc934556c,2013-08-27 00:00:00
14681,3432 White Pl.,,Rockhampton,64,4700,\xe6100000010c6dff32dab06537c001f14e53c6ca6240,34823650-c954-4aac-811e-1de66b3cb21a,2013-09-19 00:00:00
14682,3341 Riverside Dr.,,Bendigo,77,3550,\xe6100000010c1608c711335d42c08e0a888efc0d6240,f5ec4611-9b90-4ccd-b9c6-a276ba6e6e24,2012-12-14 00:00:00
14683,6483 Crystal Ave.,,Bellflower,9,90706,\xe6100000010c48f9edd918f840405e7beaf609885dc0,7beee776-1ac8-475e-b90a-07ef81a91364,2012-08-18 00:00:00
14684,"77, rue de Bas Marin",,Orleans,131,45000,\xe6100000010c1ace874a48f8474083d0c5bfcd91fe3f,1cc6717a-8e06-46a3-babf-8be2b9e5497e,2013-12-21 10:09:29.423
14685,7876 Clinton Dr,,Royal Oak,7,V8X,\xe6100000010cf1116eaf363c48400a55535d8ccd5ec0,c558a19c-7b1f-43f9-abc2-8bad9f812583,2012-05-01 00:00:00
14686,3991 Rambling Rose Drive,,San Diego,9,92102,\xe6100000010c61ba8c6068574040635636cb6f505dc0,e6e99ed3-6a49-46e3-9215-f8ca0e710136,2013-08-29 00:00:00
14687,5740 Cherry Street,,Santa Monica,9,90401,\xe6100000010c25d5120dc5fd4040bb2e780abaa55dc0,15d90fc3-7c86-489d-81ba-d311aead40e8,2014-01-04 00:00:00
14688,3854 Galindo St.,,Ballard,79,98107,\xe6100000010c82282e5b32ce4740a6354490868d5ec0,09111e7f-92cf-48ed-a768-a7656b2c19bf,2013-08-24 00:00:00
14689,2109 Harvey Way,,Cranbourne,77,3977,\xe6100000010c45f4aa40211443c0bcf9106972246240,10d6878e-4eba-4998-abb4-e8fb9019be91,2013-11-21 00:00:00
14690,995 Roundtree Place,,Goulburn,50,2580,\xe6100000010ca6ff249c485141c0b60deb8f1cb56240,5e5381c6-d5e1-4c18-af29-2aab09c3f531,2011-12-16 00:00:00
14691,8014 N. Civic Drive,,Metchosin,7,V9,\xe6100000010c953b8c5c98324840f436776e2ce65ec0,4e63ccb8-2fb7-4a49-a601-067ea42e2c3a,2014-04-03 00:00:00
14692,1172 Flamingo Dr.,,London,14,C2H 7AU,\xe6100000010c0bb896c32bbe4940db98d2313c43c0bf,ca4214cd-d7d9-4e29-8347-7c896816ec13,2013-12-17 00:00:00
14693,4637 Lakeside Court,,Grossmont,9,91941,\xe6100000010c0b72e9f646634040b74f4133ca3b5dc0,4242dd5d-7fdc-4420-82b6-afbba56871fe,2013-11-21 00:00:00
14694,2206 Countrywood Ct,,Haney,7,V2W 1W2,\xe6100000010c50a9d30d019f4840ad73a4fafea75ec0,b0ad06ec-46eb-4d9b-a7a0-ad3e99cd21aa,2013-11-11 00:00:00
14695,9082 Rolling Green Circle,,Port Orchard,79,98366,\xe6100000010c6eb1548cd7bc4740af4ccc2f38ac5ec0,856c18ab-7211-4cc7-831a-e9ad018c2dd2,2014-06-01 00:00:00
14696,6905 Camino Ricardo,,Coronado,9,92118,\xe6100000010c2e7700e23f5c40400fe45e00ec555dc0,b3ea4004-8e3e-48b2-9da9-baf09bc0017d,2012-11-24 00:00:00
14697,6692 Bluefish Lane,,Kirkland,79,98033,\xe6100000010c049ea8ce51da4740b35cce40bd975ec0,562c3be0-5737-421f-8a7a-94c730285445,2013-12-30 00:00:00
14698,4769 Book Ct,,Milwaukie,58,97222,\xe6100000010c5ea815945cc0464069dec08426ab5ec0,e399a660-6509-40cf-a9b5-c9bad79fc35b,2013-08-11 00:00:00
14699,4986 Treat Blvd.,,York,14,Y03 4TN,\xe6100000010c896ceb7f50024b4026c70c8ac44ff1bf,6b06c126-4dd0-437f-bb0d-2af4515b6504,2013-08-07 00:00:00
14700,4810 Rahn Court,,Edmonds,79,98020,\xe6100000010c2cc00b93c0e2474007291c32179b5ec0,0363136b-591d-4661-9a5b-fcad45caf3b8,2014-02-07 00:00:00
14701,3877 Edward Ave.,,Warrnambool,77,3280,\xe6100000010cf7a05b130d0343c0e9a74aababcb6140,f1b114c4-6cbc-43a7-a4e7-5a335e064795,2012-12-07 00:00:00
14702,Am Gallberg 6404,,Berlin,70,14197,\xe6100000010cd11f915047454a4035bf0b9e2ba32a40,c87dc3ec-bb34-4370-97f6-b75507f1b597,2013-02-01 00:00:00
14703,3141 Jabber Place,,Ballard,79,98107,\xe6100000010c420003c96acf47401c7a59a239925ec0,865a5fec-6992-4bb2-8775-dedde0855309,2014-03-25 00:00:00
14704,"368, avenue du QuÃÂ©bec",,Paris,161,75012,\xe6100000010c92aec4a8a07348408902ddb8e25e0340,6d40f6a0-ec52-4b0b-959e-fd64452ee9ca,2013-12-21 10:09:29.423
14705,Im Himmelsweg 89,,Erlangen,8,91054,\xe6100000010cdb9c290f0dcf48406099622825102640,780f7c22-d592-4784-9036-7508bef6911c,2014-01-20 00:00:00
14706,566 Greer Ave,,London,14,W1V 5RN,\xe6100000010ccf607c4c6cc5494044f4e32f7c44c0bf,6ddc5247-d6a9-4081-b01e-b6a7036157a6,2013-07-26 00:00:00
14707,3574 East Lake Court,,St. Leonards,50,2065,\xe6100000010c449c3950d0e540c04258dd1b54e36240,4b7da436-15fd-4af8-9cd5-ba1c9df51c96,2013-09-29 00:00:00
14708,7332 Arcadia Pl,,Oakland,9,94611,\xe6100000010c6d6c5cee95e542409d36655211935ec0,5ffc6d83-7e9d-4138-8321-9c5fe594741f,2012-09-30 00:00:00
14709,8186 St. Michael Drive,#a,Findon,66,5023,\xe6100000010c77da61bb117641c0ec523628634f6140,61215c21-054a-4606-a2e3-f84f9fad1325,2011-12-03 00:00:00
14710,2033 Woodbury Place,,Burien,79,98168,\xe6100000010cb1baa0ef70c54740814e4a0dac9e5ec0,0c869c0d-d0a3-4c77-9202-dccf8f2f70f7,2013-09-01 00:00:00
14711,5491 Martindale Drive,,West Covina,9,91791,\xe6100000010cd27f5a28400c41408e089220ed7c5dc0,478da18d-8e7c-4b30-b275-17b339bf69af,2014-03-25 00:00:00
14712,9896 White Dr,,Salem,58,97301,\xe6100000010c1a1677d204744640a16d7bed7dc25ec0,4da0c572-af91-471d-9185-2e6e841e5894,2013-10-22 00:00:00
14713,1465 Dover Drive,,Bremerton,79,98312,\xe6100000010cb5475e64beca47402a18cb5d7fb65ec0,ccbf123c-2abd-4b7b-89f0-e5dfca406981,2011-09-28 00:00:00
14714,6264 Center Ave,,Everett,79,98201,\xe6100000010ce5c6cca92bf94740b7feba2482955ec0,a7db47e2-cedd-41f5-b6ac-2ef18dc3000b,2013-07-18 00:00:00
14715,8268 Donald Dr,,Puyallup,79,98371,\xe6100000010c236a8aa7b59b474023fc905ca89c5ec0,d3afc952-4cdf-4b1b-94d1-91f234557bc1,2014-03-12 00:00:00
14716,5934 Warmcastle Ct.,,Warrnambool,77,3280,\xe6100000010ce2c669a3a4ff42c0ba3f81cbd8c96140,1ff1accb-0e9d-4ad8-b88e-29688ed354a4,2014-05-21 00:00:00
14717,RoÃÅ¸str 9938,,Frankfurt,19,60323,\xe6100000010c755664c607154940d0af5d5aa0522140,806ebd09-787f-4ebd-824b-e7d1c411876d,2013-01-08 00:00:00
14718,2460 Tanager Court,,Cliffside,7,V8Y 1L1,\xe6100000010c53c6a65bad454840545fb603b3d35ec0,5f384d30-179f-44f6-98f1-cd07eb4b4fe4,2013-08-26 00:00:00
14719,1992 Hidden Oak Ct,,Spokane,79,99202,\xe6100000010cdb4d119a8ad84740ba89bd65fe4c5dc0,5016bc9b-288c-40d5-afb3-35320f9b9d6d,2012-06-10 00:00:00
14720,7159 Shell Circle,,Seattle,79,98104,\xe6100000010c89e681e8ebc547405f3eb2fc77975ec0,c161876c-488c-4921-b8d8-d3b357d98c7c,2013-08-30 00:00:00
14721,3494 Radar Blvd,,Darlinghurst,50,2010,\xe6100000010c29e465f512f640c067768e487de26240,b367f08e-5d26-4c42-b87d-c9e034eb659a,2014-06-27 00:00:00
14722,1516 Redbird Lane,,York,14,YO15,\xe6100000010c96abc7d1cff34a40dbf9ecbedf52f1bf,89ed156e-ca2d-4ddb-bad1-8f913c657d71,2014-03-01 00:00:00
14723,6946 Ridge Circle,,Renton,79,98055,\xe6100000010c467f49712cb14740ba0d457cb4825ec0,75e3c600-25f0-4f61-a0db-40c57d4c0b2c,2013-11-13 00:00:00
14724,5023 Scenic Avenue,,Bremerton,79,98312,\xe6100000010c819e2398a9d24740a9de823336bb5ec0,96000dec-9862-4b69-a925-c617f2fa40b3,2013-11-16 00:00:00
14725,661 Cardinal Dr,,Beaverton,58,97005,\xe6100000010c43c468e3b4b94640edf507f1c6bc5ec0,d5430fcf-1270-4190-a207-1b2d06f49595,2014-04-08 00:00:00
14726,5064 Greendell Rd,,Milwaukie,58,97222,\xe6100000010c415d300774bd464013d7ec4bb8ac5ec0,cac3e9d4-5308-47d4-953c-c3e18a13456c,2014-05-05 00:00:00
14727,6051 Bellows Ct,,Wollongong,50,2500,\xe6100000010c39652869712f41c04bbaafdb3cde6240,239d8788-5690-4b3a-9383-fd0dcb2967c9,2011-10-11 00:00:00
14728,16 Heron Ct.,,St. Leonards,50,2065,\xe6100000010cb0df45c3bdec40c0ac9e5ed6aee76240,dc762919-7822-4266-a87d-a1b9d9ee3a70,2013-08-07 00:00:00
14729,6345 Fox Way,,Bellflower,9,90706,\xe6100000010cda8b155bf3eb4040637dd9e8b27c5dc0,9a1c021b-3c48-479e-bdf8-01bf3b7890a6,2013-07-09 00:00:00
14730,7587 Providence Dr,,Kirkland,79,98033,\xe6100000010c83007479b9ce47409b092bad64955ec0,c61235ae-dd17-4ff6-b1e7-8dd7f2875dd8,2014-04-14 00:00:00
14731,5230 E. 67th Street,,Hawthorne,64,4171,\xe6100000010c65eb35d3bf7c3bc0685cc2dab81a6340,ab8d15ef-6591-4faa-b836-9309068a0f32,2013-11-05 00:00:00
14732,Am Grossen Dern 4983,,Berlin,19,14129,\xe6100000010c7f0cd45d8e304a401462ec96e4652a40,8cf79fb8-3967-4258-86d2-1a5ea141df9c,2014-06-02 00:00:00
14733,3128 Ramsey Circle,,Gold Coast,64,4217,\xe6100000010c56a0f0e943f73bc03e2ef0ac892d6340,98d7fae1-1158-4012-af41-16e71b3b8a9d,2013-09-03 00:00:00
14734,792 Myrtle Drive,,San Diego,9,92102,\xe6100000010c9c6f7f97eb594040cfeac81331485dc0,04eb12c3-db86-4505-bf96-bd2e951dd05b,2014-04-24 00:00:00
14735,6975 Olivera Road,,San Diego,9,92102,\xe6100000010c8ead2a70e06140403b473a7a323f5dc0,74199146-d3b6-4684-866f-fe1a0c1dbf11,2013-08-21 00:00:00
14736,Helsenbergbogen 2,,Leipzig,53,04139,\xe6100000010c00000000000000000000000000000000,6fc0e976-01f6-4e08-bba8-acfda9a0e7d8,2012-09-23 00:00:00
14737,3089 Hayes Court,,Langford,7,V9,\xe6100000010cde900427ea3b4840b97c2d7849df5ec0,13d15902-d986-4e4c-bb9e-bcd688c51bf5,2013-12-31 00:00:00
14738,"6, rue de Courtaboeuf",,Paris,161,75013,\xe6100000010c326fd1942768484011d6b0a2e8e80240,3ee8588c-55a9-4d7c-8cd9-313bdfe9fa7d,2013-12-21 10:09:29.423
14739,9784 Vine Lane,,Burien,79,98168,\xe6100000010cb1baa0ef70c5474025488df1529c5ec0,f5806fd1-6618-490b-ab6d-0b97bc2fb631,2013-10-03 00:00:00
14740,4839 Belle Dr,,Berkeley,9,94704,\xe6100000010cdb864dc632ea4240f5759220458c5ec0,3daca485-d8cb-438f-9468-3ad40c4dcc1f,2011-09-11 00:00:00
14741,LÃÂ¼tzowplatz 5752,,MÃÂ¼nster,70,48001,\xe6100000010c00000000000000000000000000000000,490e3c53-72ee-4fb2-a9c8-1dca7bd0776d,2014-04-06 00:00:00
